id_solicitud,id_cliente,fecha_solicitud,tipo_credito,importe_solicitado,plazo_meses,finalidad,score_solicitud,ratio_endeudamiento,estado_solicitud,motivo_rechazo
327,456,2026-01-05,personal,8518.93,36,vehiculo,712,18.08,aprobada,\N
328,457,2025-12-03,hipotecario,114386.8,360,reforma,566,42.32,rechazada,score_crediticio_bajo
329,461,2025-09-29,personal,9361.95,24,consumo,713,38.56,aprobada,\N
330,461,2025-01-14,hipotecario,85869.41,360,reforma,701,35.1,rechazada,criterios_riesgo
331,462,2025-04-04,personal,22609.15,12,vehiculo,620,63.33,rechazada,endeudamiento_elevado
332,463,2024-05-11,personal,7044.43,60,consumo,640,47.14,aprobada,\N
333,463,2025-03-14,hipotecario,186678.78,240,vehiculo,659,56.71,rechazada,endeudamiento_elevado
334,465,2026-06-13,vehiculo,19068.61,48,vivienda,804,42.46,aprobada,\N
335,465,2025-12-16,hipotecario,103207.07,240,reforma,767,48.11,rechazada,criterios_riesgo
336,466,2026-02-26,personal,11973.5,12,liquidez,776,35.24,aprobada,\N
337,470,2025-08-14,vehiculo,43147.37,48,liquidez,814,34.53,aprobada,\N
338,471,2026-06-22,vehiculo,19986.5,48,vivienda,772,19.77,aprobada,\N
339,472,2023-11-07,personal,20611.97,36,consumo,713,21.1,aprobada,\N
340,472,2023-10-22,personal,23386.49,48,vehiculo,689,22.16,aprobada,\N
341,473,2023-11-20,personal,15188.36,60,consumo,776,23.5,rechazada,ingresos_insuficientes
342,474,2025-12-18,vehiculo,37272.81,48,vivienda,631,28.61,aprobada,\N
343,476,2026-05-07,vehiculo,22678.75,36,reforma,620,8.23,aprobada,\N
344,476,2025-01-10,personal,16774.37,24,liquidez,599,25.41,rechazada,score_crediticio_bajo
345,478,2026-04-16,hipotecario,154780.63,360,liquidez,741,37.97,aprobada,\N
346,481,2023-05-05,personal,29869.27,60,consumo,571,46.37,rechazada,score_crediticio_bajo
347,482,2026-02-17,personal,13378.42,60,reforma,616,18.39,aprobada,\N
348,483,2026-01-30,vehiculo,11205.68,84,vivienda,928,24.42,aprobada,\N
349,483,2023-03-27,vehiculo,12033.81,60,vehiculo,856,29.16,aprobada,\N
350,484,2024-09-30,vehiculo,13686.15,72,vivienda,730,11.47,aprobada,\N
351,485,2024-04-09,hipotecario,145973.62,300,vehiculo,740,42.19,rechazada,criterios_riesgo
352,486,2023-07-31,personal,15011.0,36,vivienda,540,23.55,rechazada,score_crediticio_bajo
353,488,2026-06-30,personal,19804.55,36,vehiculo,710,34.51,aprobada,\N
354,494,2026-05-20,personal,18457.48,12,consumo,628,31.28,aprobada,\N
355,494,2026-04-16,personal,14406.65,48,liquidez,643,15.81,aprobada,\N
356,496,2024-08-01,vehiculo,8852.92,72,consumo,697,28.91,aprobada,\N
357,497,2025-01-01,personal,28520.66,24,reforma,739,47.22,aprobada,\N
358,498,2024-09-07,vehiculo,20014.3,36,vehiculo,714,44.38,aprobada,\N
359,499,2025-09-06,personal,27878.65,24,reforma,646,33.96,rechazada,ingresos_insuficientes
360,499,2024-06-10,personal,15764.95,48,vehiculo,591,42.96,rechazada,score_crediticio_bajo
361,503,2023-07-18,personal,5423.37,60,consumo,702,16.91,aprobada,\N
362,504,2024-07-31,vehiculo,31731.16,60,vivienda,745,13.4,aprobada,\N
363,505,2023-01-10,vehiculo,22003.57,36,liquidez,658,38.23,aprobada,\N
364,507,2024-02-20,personal,19372.58,12,liquidez,652,37.43,aprobada,\N
365,510,2024-03-26,hipotecario,140710.6,240,reforma,708,37.09,rechazada,criterios_riesgo
366,510,2023-03-05,personal,11550.68,60,consumo,792,39.14,aprobada,\N
367,511,2023-05-03,vehiculo,40749.26,84,vehiculo,644,36.16,aprobada,\N
368,512,2024-02-27,vehiculo,33281.58,60,liquidez,776,24.6,aprobada,\N
369,513,2023-08-19,personal,14949.24,24,reforma,726,51.11,aprobada,\N
370,516,2025-02-16,personal,21907.13,12,liquidez,596,31.17,rechazada,score_crediticio_bajo
371,516,2025-03-07,personal,24822.03,24,consumo,523,64.25,rechazada,score_crediticio_bajo
372,517,2023-11-12,personal,14883.19,36,vivienda,754,12.89,aprobada,\N
373,518,2024-08-10,personal,21316.04,12,vivienda,803,39.4,aprobada,\N
374,522,2026-01-31,personal,8445.68,60,liquidez,737,8.33,aprobada,\N
375,522,2023-09-05,vehiculo,9799.31,48,vivienda,751,24.37,aprobada,\N
376,525,2024-11-09,personal,28526.04,60,vehiculo,417,95,rechazada,score_crediticio_bajo
377,525,2026-03-19,personal,22935.22,48,reforma,398,95,rechazada,score_crediticio_bajo
378,527,2026-05-24,vehiculo,13954.18,48,vehiculo,681,41.85,aprobada,\N
379,527,2023-01-28,personal,9097.49,48,liquidez,644,64.22,rechazada,endeudamiento_elevado
380,528,2026-06-18,hipotecario,256654.76,240,liquidez,618,56.78,rechazada,endeudamiento_elevado
381,532,2025-04-14,personal,4155.69,60,vehiculo,671,53.85,aprobada,\N
382,533,2023-09-19,vehiculo,37590.04,72,liquidez,664,19.79,rechazada,ingresos_insuficientes
383,534,2026-01-02,personal,5627.97,12,vehiculo,722,40.51,aprobada,\N
384,534,2026-01-25,hipotecario,134869.05,240,vehiculo,734,33.51,aprobada,\N
385,535,2024-09-05,vehiculo,11355.58,60,vivienda,746,44.26,aprobada,\N
386,535,2024-02-05,vehiculo,44154.02,72,vivienda,740,27.82,aprobada,\N
387,535,2025-08-11,personal,9896.98,60,vivienda,752,36.88,aprobada,\N
388,537,2025-10-16,vehiculo,9190.48,48,liquidez,763,17.79,aprobada,\N
389,538,2025-12-21,vehiculo,24293.25,84,vehiculo,614,26.3,aprobada,\N
390,539,2026-05-07,personal,12936.46,12,vivienda,863,30.56,aprobada,\N
391,540,2026-04-08,personal,25814.17,24,vehiculo,679,21.85,aprobada,\N
392,542,2026-05-14,personal,22012.26,36,reforma,691,32.4,aprobada,\N
393,547,2025-03-06,personal,20413.86,12,reforma,692,46.38,aprobada,\N
394,547,2024-03-22,hipotecario,71154.44,240,liquidez,685,25.27,rechazada,criterios_riesgo
395,548,2026-02-02,personal,17129.9,60,reforma,711,14.54,aprobada,\N
396,552,2026-06-09,personal,16778.83,48,liquidez,607,32.13,rechazada,score_crediticio_bajo
397,554,2025-08-24,personal,13695.22,24,consumo,740,13.63,aprobada,\N
398,556,2024-11-13,vehiculo,30574.76,84,reforma,707,23.27,aprobada,\N
399,559,2025-04-15,vehiculo,28126.5,60,reforma,779,32.64,aprobada,\N
400,560,2026-06-18,hipotecario,309345.12,360,consumo,686,50.36,rechazada,criterios_riesgo
401,561,2023-01-28,vehiculo,43790.7,72,consumo,580,47.38,rechazada,score_crediticio_bajo
402,564,2023-07-06,personal,11320.32,36,vehiculo,746,31.39,aprobada,\N
403,570,2026-05-27,personal,27796.2,24,consumo,714,18.39,aprobada,\N
404,571,2024-02-11,personal,14307.3,60,liquidez,685,8.43,aprobada,\N
405,571,2023-02-07,hipotecario,257269.57,360,reforma,696,30.19,aprobada,\N
406,572,2023-02-27,hipotecario,245947.57,240,vivienda,814,50.4,aprobada,\N
407,574,2024-10-04,personal,18230.03,48,reforma,793,32.25,aprobada,\N
408,574,2025-02-24,vehiculo,44060.62,36,vehiculo,837,38.98,aprobada,\N
409,576,2024-11-06,personal,24093.12,60,vivienda,808,46.51,aprobada,\N
410,577,2023-11-20,personal,2026.01,24,vehiculo,749,12.72,aprobada,\N
411,578,2023-08-30,personal,20855.04,60,consumo,669,20.62,aprobada,\N
412,578,2024-12-09,vehiculo,29340.63,48,reforma,652,23.14,aprobada,\N
413,579,2023-09-06,personal,11914.85,48,consumo,707,53.02,aprobada,\N
414,580,2024-04-19,personal,9982.01,36,liquidez,755,17.88,aprobada,\N
415,583,2026-01-22,personal,14145.72,12,reforma,739,14.55,aprobada,\N
416,584,2025-04-03,vehiculo,30212.55,60,consumo,622,39.31,aprobada,\N
417,585,2025-08-01,personal,19385.75,24,reforma,682,29.93,aprobada,\N
418,586,2023-11-16,personal,9990.87,24,liquidez,619,40.68,aprobada,\N
419,587,2025-11-03,personal,18747.23,12,liquidez,772,15.05,aprobada,\N
420,588,2024-08-11,personal,7826.68,60,vivienda,782,16.8,aprobada,\N
421,588,2026-02-11,hipotecario,282148.31,360,vehiculo,751,48.19,rechazada,criterios_riesgo
422,588,2024-12-25,hipotecario,172912.57,180,reforma,766,47.07,rechazada,criterios_riesgo
423,593,2023-10-28,vehiculo,42752.62,36,reforma,719,28.43,aprobada,\N
424,595,2025-11-04,personal,1969.56,48,vivienda,598,44.69,rechazada,score_crediticio_bajo
425,596,2023-09-29,hipotecario,139803.64,180,liquidez,618,32.84,rechazada,ingresos_insuficientes
426,597,2025-03-05,personal,20820.36,36,reforma,696,41.59,aprobada,\N
427,598,2026-06-28,personal,23449.91,24,reforma,720,12.24,aprobada,\N
428,599,2023-12-30,personal,16613.73,60,consumo,797,31.54,aprobada,\N
429,603,2024-02-17,personal,5354.65,48,consumo,737,21.17,aprobada,\N
430,608,2024-01-05,personal,10592.03,12,consumo,684,38.79,aprobada,\N
431,609,2023-02-20,personal,29455.61,48,vivienda,775,39.76,aprobada,\N
432,609,2025-07-23,vehiculo,29202.94,60,consumo,786,41.53,aprobada,\N
433,610,2025-02-27,hipotecario,287176.26,240,liquidez,585,92.81,rechazada,score_crediticio_bajo
434,611,2025-04-08,personal,10544.86,48,vehiculo,543,41.68,rechazada,score_crediticio_bajo
435,611,2025-05-07,personal,13368.57,60,vivienda,561,39.92,rechazada,score_crediticio_bajo
436,611,2024-04-12,vehiculo,41493.78,48,liquidez,537,35.95,rechazada,score_crediticio_bajo
437,613,2023-10-09,personal,28090.7,48,vehiculo,774,17.11,aprobada,\N
438,615,2025-09-02,hipotecario,247311.89,180,consumo,715,63.58,rechazada,endeudamiento_elevado
439,617,2026-01-30,vehiculo,44766.13,36,liquidez,741,12.53,aprobada,\N
440,618,2023-07-06,hipotecario,291525.98,240,vehiculo,644,70.92,rechazada,endeudamiento_elevado
441,621,2026-06-14,personal,27218.55,12,vivienda,676,22.22,aprobada,\N
442,622,2025-08-31,vehiculo,16835.3,36,vivienda,664,43.28,aprobada,\N
443,622,2023-03-29,vehiculo,28436.15,48,reforma,753,11.49,aprobada,\N
444,624,2024-05-04,personal,18526.8,12,vivienda,695,0.02,aprobada,\N
445,627,2023-06-11,hipotecario,198676.24,300,vehiculo,711,49.57,aprobada,\N
446,631,2023-08-08,personal,25941.01,24,vehiculo,767,33.23,aprobada,\N
447,633,2024-07-05,personal,4014.93,48,consumo,631,44.0,aprobada,\N
448,634,2026-06-29,personal,15769.62,60,liquidez,714,25.15,aprobada,\N
449,636,2025-10-18,personal,13289.79,60,liquidez,573,9.99,rechazada,score_crediticio_bajo
450,637,2023-08-18,vehiculo,18954.94,84,liquidez,724,22.75,aprobada,\N
451,638,2025-12-25,personal,22090.25,48,vivienda,767,23.2,aprobada,\N
452,643,2023-05-26,personal,25060.27,60,vehiculo,698,20.69,aprobada,\N
453,643,2023-01-26,vehiculo,44275.67,60,vehiculo,698,43.52,aprobada,\N
454,644,2024-06-12,personal,22588.93,60,consumo,720,65.16,rechazada,endeudamiento_elevado
455,645,2023-06-18,personal,14719.77,12,vehiculo,793,22.19,aprobada,\N
456,646,2026-01-14,vehiculo,14264.02,84,consumo,736,36.25,aprobada,\N
457,647,2025-08-02,personal,10997.54,36,consumo,854,29.74,aprobada,\N
458,649,2024-05-25,personal,20827.4,60,vivienda,776,19.96,aprobada,\N
459,650,2024-05-01,personal,26603.38,36,vivienda,780,17.84,aprobada,\N
460,651,2025-02-15,personal,26080.1,48,reforma,776,23.33,aprobada,\N
461,652,2023-07-10,vehiculo,31726.18,84,vehiculo,757,15.12,aprobada,\N
462,653,2023-02-16,personal,8373.96,36,vehiculo,760,26.45,aprobada,\N
463,655,2026-06-20,personal,2607.94,36,reforma,762,31.91,aprobada,\N
464,655,2026-04-21,personal,28003.57,60,liquidez,674,7.18,aprobada,\N
465,655,2026-01-20,personal,5311.7,12,liquidez,695,45.27,aprobada,\N
466,656,2024-06-25,personal,3003.71,48,liquidez,759,32.22,aprobada,\N
467,659,2025-02-01,vehiculo,32448.65,72,consumo,657,8.59,aprobada,\N
468,661,2023-09-10,hipotecario,197385.05,360,liquidez,553,55.09,rechazada,score_crediticio_bajo
469,662,2024-07-30,vehiculo,34852.01,36,reforma,730,28.61,aprobada,\N
470,662,2023-06-23,personal,7232.75,48,vehiculo,675,57.64,rechazada,endeudamiento_elevado
471,663,2023-04-12,vehiculo,19940.57,72,vivienda,690,27.71,aprobada,\N
472,665,2025-10-04,personal,22071.39,12,vivienda,744,26.82,aprobada,\N
473,665,2023-07-14,vehiculo,18796.35,84,liquidez,697,47.56,aprobada,\N
474,666,2025-03-11,vehiculo,40030.64,84,vivienda,639,27.32,aprobada,\N
475,666,2025-03-20,personal,20124.63,36,liquidez,652,53.48,aprobada,\N
476,667,2025-08-15,personal,3947.73,24,consumo,695,36.09,aprobada,\N
477,669,2025-09-25,personal,6679.69,36,liquidez,639,24.62,aprobada,\N
478,669,2024-05-22,vehiculo,12440.59,48,consumo,648,36.85,aprobada,\N
479,672,2025-08-17,personal,12025.36,36,vehiculo,677,40.53,aprobada,\N
480,674,2023-12-03,personal,13340.85,12,vehiculo,727,21.65,aprobada,\N
481,675,2023-03-02,personal,11726.9,60,liquidez,694,22.26,aprobada,\N
482,678,2026-01-14,personal,21717.58,24,reforma,596,10.59,rechazada,score_crediticio_bajo
483,679,2025-09-09,personal,21764.58,24,liquidez,723,34.84,aprobada,\N
484,679,2025-12-19,hipotecario,295838.7,360,reforma,690,48.78,rechazada,criterios_riesgo
485,680,2024-10-13,personal,12830.72,12,vehiculo,878,24.72,aprobada,\N
486,681,2026-04-14,vehiculo,37881.68,36,consumo,630,42.11,aprobada,\N
487,682,2025-09-27,hipotecario,293727.35,180,consumo,739,47.13,aprobada,\N
488,685,2024-02-25,personal,9781.92,48,vehiculo,706,17.98,aprobada,\N
489,686,2025-05-01,hipotecario,312349.55,240,reforma,668,39.13,aprobada,\N
490,687,2023-04-13,personal,23659.09,36,vivienda,749,21.7,aprobada,\N
491,688,2024-02-02,personal,12071.54,12,reforma,643,16.24,aprobada,\N
492,689,2025-09-23,hipotecario,121453.85,180,vehiculo,760,24.75,aprobada,\N
493,693,2023-05-19,personal,17822.34,48,vehiculo,570,50.48,rechazada,score_crediticio_bajo
494,694,2023-01-22,personal,23441.37,48,vivienda,730,11.74,aprobada,\N
495,696,2023-11-19,vehiculo,9206.5,36,vivienda,745,18.57,aprobada,\N
496,697,2026-04-29,vehiculo,42082.64,36,reforma,684,47.1,aprobada,\N
497,698,2023-02-16,personal,2637.7,36,reforma,738,18.55,aprobada,\N
498,699,2026-03-27,hipotecario,318332.98,360,vivienda,819,30.94,aprobada,\N
499,702,2024-12-25,hipotecario,115089.0,240,consumo,780,22.32,aprobada,\N
500,703,2023-08-28,personal,14213.81,48,vehiculo,607,35.7,rechazada,score_crediticio_bajo
501,704,2025-01-05,personal,17722.64,36,liquidez,634,18.01,aprobada,\N
502,704,2026-03-05,vehiculo,41781.55,60,vivienda,640,21.32,aprobada,\N
503,705,2026-04-19,personal,25219.09,48,vehiculo,680,36.88,aprobada,\N
504,706,2026-01-10,personal,24271.12,60,reforma,556,42.92,rechazada,score_crediticio_bajo
505,707,2023-06-23,personal,2345.29,24,vivienda,672,45.91,aprobada,\N
506,708,2023-04-26,personal,27860.52,24,liquidez,643,44.12,aprobada,\N
507,708,2026-02-14,personal,24396.78,12,vehiculo,703,27.31,aprobada,\N
508,710,2024-12-16,personal,4434.17,12,liquidez,461,49.46,rechazada,score_crediticio_bajo
509,710,2023-03-27,vehiculo,39970.01,72,consumo,505,37.84,rechazada,score_crediticio_bajo
510,712,2023-11-28,hipotecario,233521.61,300,vivienda,700,18.96,aprobada,\N
511,715,2026-04-25,hipotecario,143090.75,300,consumo,772,14.71,aprobada,\N
512,718,2023-10-26,vehiculo,37987.5,36,vehiculo,702,33.6,aprobada,\N
513,720,2024-01-26,personal,6262.08,12,reforma,709,8.11,aprobada,\N
514,721,2024-02-21,hipotecario,252250.76,240,vivienda,764,53.8,aprobada,\N
515,721,2023-09-04,personal,24061.92,36,liquidez,798,26.01,aprobada,\N
516,723,2023-09-25,personal,19446.64,36,consumo,809,7.24,aprobada,\N
517,724,2023-06-06,vehiculo,16475.69,36,liquidez,732,19.44,aprobada,\N
518,724,2023-02-19,vehiculo,40092.35,36,reforma,706,23.25,aprobada,\N
519,724,2023-10-28,personal,1610.0,36,consumo,755,14.39,aprobada,\N
520,725,2024-08-12,hipotecario,191963.59,360,consumo,747,27.27,aprobada,\N
521,726,2023-05-01,hipotecario,285444.3,360,reforma,702,26.85,aprobada,\N
522,727,2023-01-09,vehiculo,33431.3,84,consumo,635,56.3,rechazada,endeudamiento_elevado
523,727,2024-01-28,hipotecario,128348.33,240,vehiculo,574,60.38,rechazada,score_crediticio_bajo
524,727,2025-11-09,personal,4524.69,24,consumo,592,15.55,rechazada,score_crediticio_bajo
525,728,2023-03-07,personal,10481.57,36,liquidez,740,9.09,aprobada,\N
526,728,2023-11-24,personal,14394.09,60,consumo,734,34.94,aprobada,\N
527,730,2026-06-20,vehiculo,29609.21,60,vehiculo,744,20.59,aprobada,\N
528,731,2024-06-21,hipotecario,247701.04,240,reforma,766,33.47,rechazada,criterios_riesgo
529,733,2025-11-27,personal,25224.96,48,liquidez,698,5.78,aprobada,\N
530,733,2025-09-09,vehiculo,13726.09,36,consumo,736,33.84,aprobada,\N
531,737,2024-09-12,personal,18508.91,24,vehiculo,721,10.23,aprobada,\N
532,738,2023-04-26,hipotecario,197819.73,240,reforma,746,17.65,aprobada,\N
533,743,2023-10-09,hipotecario,89378.09,180,reforma,653,35.88,rechazada,criterios_riesgo
534,743,2025-03-27,hipotecario,304490.62,360,reforma,586,66.2,rechazada,score_crediticio_bajo
535,743,2024-10-20,personal,21986.47,60,reforma,634,25.69,aprobada,\N
536,744,2025-04-25,vehiculo,42008.45,84,liquidez,660,12.59,aprobada,\N
537,746,2026-06-04,personal,15777.78,12,reforma,736,40.05,aprobada,\N
538,749,2023-09-06,hipotecario,248892.36,240,reforma,513,82.48,rechazada,score_crediticio_bajo
539,749,2025-01-29,vehiculo,12150.66,84,vehiculo,627,38.23,aprobada,\N
540,750,2023-11-30,hipotecario,241124.61,240,reforma,602,40.38,rechazada,score_crediticio_bajo
541,751,2023-12-21,hipotecario,189558.09,180,consumo,812,31.11,aprobada,\N
542,753,2026-04-16,personal,22895.51,12,consumo,767,26.08,aprobada,\N
543,754,2026-01-29,personal,25181.69,24,vivienda,619,34.01,rechazada,ingresos_insuficientes
544,755,2023-03-12,vehiculo,30248.77,84,vehiculo,782,23.35,aprobada,\N
545,758,2026-02-06,personal,11131.82,12,liquidez,581,14.9,rechazada,score_crediticio_bajo
546,759,2023-01-29,vehiculo,38969.4,36,liquidez,777,31.34,aprobada,\N
547,760,2023-09-26,vehiculo,27805.43,48,vehiculo,763,23.12,aprobada,\N
548,763,2026-01-04,personal,3060.86,48,vehiculo,679,28.81,aprobada,\N
549,763,2025-12-16,personal,1861.01,36,liquidez,666,31.76,aprobada,\N
550,766,2023-11-26,personal,17249.56,60,consumo,620,35.76,rechazada,ingresos_insuficientes
551,766,2025-08-18,personal,17487.15,60,consumo,599,34.48,rechazada,score_crediticio_bajo
552,767,2025-08-25,hipotecario,176417.86,180,vehiculo,716,24.25,aprobada,\N
553,770,2025-01-17,personal,24165.16,48,consumo,771,52.88,aprobada,\N
554,771,2023-11-12,personal,8585.34,60,consumo,707,43.92,aprobada,\N
555,771,2025-09-09,personal,27776.0,24,consumo,729,22.4,aprobada,\N
556,774,2026-02-20,vehiculo,10322.15,48,consumo,843,18.41,aprobada,\N
557,774,2024-10-01,vehiculo,40533.25,60,vivienda,853,22.9,aprobada,\N
558,775,2026-02-05,hipotecario,265864.2,360,vivienda,674,45.68,aprobada,\N
559,776,2025-01-02,vehiculo,31925.12,60,consumo,734,25.08,aprobada,\N
560,777,2024-12-22,personal,22272.69,36,vivienda,632,21.29,aprobada,\N
561,777,2025-02-27,vehiculo,29502.38,60,consumo,659,27.55,aprobada,\N
562,779,2023-05-31,personal,20384.52,24,liquidez,752,12.09,aprobada,\N
563,781,2023-06-01,personal,16127.76,24,reforma,790,33.41,aprobada,\N
564,782,2024-12-31,hipotecario,92266.05,360,liquidez,834,33.98,aprobada,\N
565,784,2025-04-24,vehiculo,28736.45,84,consumo,685,10.66,aprobada,\N
566,784,2025-07-27,personal,24323.29,60,liquidez,686,51.94,aprobada,\N
567,786,2025-08-04,personal,10733.5,36,vehiculo,798,20.31,aprobada,\N
568,786,2023-07-16,vehiculo,16783.41,48,consumo,763,23.71,aprobada,\N
569,787,2023-07-14,personal,25462.09,36,consumo,678,13.47,aprobada,\N
570,789,2026-03-03,personal,22423.17,24,consumo,726,16.91,aprobada,\N
571,790,2025-01-04,personal,22976.46,12,liquidez,660,49.48,aprobada,\N
572,791,2023-11-24,vehiculo,17846.32,48,consumo,684,38.02,aprobada,\N
573,795,2024-03-08,vehiculo,25576.35,60,reforma,755,22.67,aprobada,\N
574,796,2024-05-26,hipotecario,312719.71,360,consumo,720,24.23,aprobada,\N
575,797,2025-07-04,personal,14174.57,12,liquidez,768,29.12,aprobada,\N
576,797,2023-06-13,personal,23280.33,24,vivienda,779,13.83,aprobada,\N
577,798,2026-06-14,personal,16836.9,60,vehiculo,746,38.6,aprobada,\N
578,798,2026-03-16,hipotecario,88917.1,240,reforma,805,24.74,aprobada,\N
579,799,2025-07-27,personal,24876.33,36,consumo,677,52.87,aprobada,\N
580,802,2024-02-03,vehiculo,14669.78,60,consumo,785,35.22,aprobada,\N
581,804,2023-10-27,vehiculo,33792.56,72,vehiculo,732,26.04,aprobada,\N
582,805,2026-06-26,personal,19903.3,36,reforma,792,13.91,aprobada,\N
583,806,2024-01-21,vehiculo,41612.58,48,vivienda,650,31.78,aprobada,\N
584,809,2024-01-25,hipotecario,132113.0,180,reforma,613,31.47,aprobada,\N
585,812,2025-12-27,vehiculo,35392.5,48,consumo,577,43.38,rechazada,score_crediticio_bajo
586,814,2023-04-16,vehiculo,40449.0,84,vehiculo,733,32.37,aprobada,\N
587,818,2024-08-11,personal,27920.82,48,reforma,661,46.2,rechazada,ingresos_insuficientes
588,820,2025-10-21,personal,3366.52,36,reforma,724,43.11,aprobada,\N
589,821,2023-03-16,personal,27754.99,60,vehiculo,837,26.94,aprobada,\N
590,822,2025-12-13,personal,24617.06,60,liquidez,707,26.14,aprobada,\N
591,823,2026-03-19,vehiculo,12108.1,60,vehiculo,757,22.66,aprobada,\N
592,823,2025-10-01,personal,6197.19,24,liquidez,760,29.5,aprobada,\N
593,826,2026-03-16,personal,27224.11,60,consumo,684,25.46,aprobada,\N
594,828,2024-11-09,personal,23299.51,12,vivienda,713,26.19,aprobada,\N
595,830,2024-03-26,personal,7412.45,60,consumo,759,24.76,aprobada,\N
596,831,2023-10-21,vehiculo,23672.83,60,consumo,712,34.86,aprobada,\N
597,831,2025-04-10,personal,19104.36,48,consumo,732,32.0,aprobada,\N
598,833,2025-10-17,personal,28619.08,12,consumo,642,16.89,aprobada,\N
599,835,2023-03-30,personal,24133.69,60,vehiculo,738,34.67,aprobada,\N
600,836,2025-05-12,personal,25519.97,36,consumo,780,33.33,aprobada,\N
601,837,2024-03-22,vehiculo,38781.67,72,reforma,700,31.1,rechazada,ingresos_insuficientes
602,837,2025-09-14,personal,25679.81,48,consumo,709,23.67,rechazada,ingresos_insuficientes
